year,theme,number,subtheme,set_name,minifigs,pieces,price,value_new,value_used,launch_date,eol_date,category,numeric_data_nan
1992,Technic,6,0,6,0,6,6,6,6,0,0,6,6
1992,Assorted,1,1,1,1,1,1,1,1,0,0,1,1
1992,Promotional,1,1,1,0,1,0,0,1,0,0,1,1
1993,Duplo,31,10,31,21,31,9,11,15,0,0,31,31
1993,Service Packs,31,19,31,0,31,16,30,7,0,0,31,31
1993,Town,23,23,23,21,23,16,22,23,0,0,23,23
1993,Castle,14,14,14,12,14,10,13,13,0,0,14,14
1993,Space,12,12,12,11,12,9,11,11,0,0,12,12
1993,Basic,10,0,10,1,10,2,2,5,0,0,10,10
1993,Dacta,9,6,9,5,9,4,7,6,0,0,9,9
1993,Technic,8,4,8,1,8,7,8,8,0,0,8,8
1993,Pirates,6,2,6,6,6,5,6,6,0,0,6,6
1993,Trains,3,3,3,3,3,3,3,3,0,0,3,3
1993,Model Team,2,0,2,0,2,2,2,2,0,0,2,2
1993,Assorted,1,1,1,0,1,1,1,1,0,0,1,1
1993,Promotional,1,1,1,0,1,0,1,1,0,0,1,1
1994,Duplo,38,1,38,34,38,11,16,16,0,0,38,38
1994,Town,29,29,29,27,29,20,22,28,0,0,29,29
1994,Service Packs,17,11,17,0,17,13,17,5,0,0,17,17
1994,Pirates,13,8,13,12,13,6,9,13,0,0,13,13
1994,Basic,11,1,11,0,11,1,1,3,0,0,11,11
1994,Space,10,10,10,10,10,8,9,10,0,0,10,10
1994,Technic,8,2,8,0,8,5,8,8,0,0,8,8
1994,Belville,4,0,4,4,4,4,4,4,0,0,4,4
1994,Castle,4,4,4,4,4,2,4,4,0,0,4,4
1994,Assorted,3,3,3,0,3,1,2,2,0,0,3,3
1994,Trains,3,3,3,3,3,3,3,3,0,0,3,3
1994,Dacta,2,2,2,0,2,0,1,1,0,0,2,2
1994,Model Team,1,0,1,0,1,1,1,1,0,0,1,1
1995,Duplo,37,9,37,28,37,10,11,12,0,0,37,37
1995,Freestyle,28,0,28,5,28,14,19,14,0,0,28,28
1995,Town,21,21,21,20,21,15,21,20,0,0,21,21
1995,Service Packs,13,8,13,0,13,9,11,3,0,0,13,13
1995,Dacta,12,8,12,5,12,6,8,4,0,0,12,12
1995,Basic,10,0,10,0,10,1,6,7,0,0,10,10
1995,Technic,9,0,9,3,9,8,9,9,0,0,9,9
1995,Castle,7,7,7,7,7,6,7,7,0,0,7,7
1995,Aquazone,6,6,6,6,6,6,6,6,0,0,6,6
1995,Space,6,6,6,5,6,4,5,6,0,0,6,6
1995,Pirates,4,1,4,4,4,4,4,4,0,0,4,4
1995,Belville,3,0,3,3,3,3,3,3,0,0,3,3
1995,Trains,2,2,2,2,2,2,2,2,0,0,2,2
1995,Assorted,1,0,1,0,1,0,1,0,0,0,1,1
1995,Creator,1,1,1,0,1,0,0,0,0,0,1,1
1995,Model Team,1,0,1,0,1,1,1,1,0,0,1,1
1995,Primo,1,0,1,1,1,0,0,1,0,0,1,1
1995,Promotional,1,1,1,0,1,0,1,1,0,0,1,1
1996,Duplo,37,10,37,27,37,12,10,14,0,0,37,37
1996,Service Packs,36,18,36,4,36,30,35,12,0,0,36,36
1996,Basic,24,15,24,0,24,9,18,18,0,0,24,24
1996,Town,23,23,23,22,23,21,22,23,8,8,23,23
1996,Technic,10,0,10,4,10,9,10,10,6,6,10,10
1996,Space,9,9,9,9,9,8,9,9,6,6,9,9
1996,Pirates,8,3,8,8,8,8,8,8,1,1,8,8
1996,Aquazone,7,7,7,7,7,6,7,7,3,3,7,7
1996,Freestyle,7,0,7,1,7,3,2,1,1,1,7,7
1996,Castle,6,6,6,5,6,5,5,5,1,1,6,6
1996,Western,6,6,6,6,6,6,6,6,4,4,6,6
1996,Belville,5,0,5,5,5,1,3,5,4,4,5,5
1996,Dacta,5,2,5,1,5,2,3,3,0,0,5,5
1996,Time Cruisers,5,0,5,5,5,4,5,5,3,3,5,5
1996,Trains,4,4,4,4,4,4,4,4,2,2,4,4
1996,Boats,3,0,3,3,3,3,3,3,0,0,3,3
1996,Primo,2,0,2,1,2,0,0,0,0,0,2,2
1996,Assorted,1,1,1,1,1,0,1,1,0,0,1,1
1996,Education,1,1,1,1,1,0,1,0,0,0,1,1
1996,Model Team,1,0,1,0,1,1,1,1,0,0,1,1
1997,Town,47,47,47,40,47,34,47,47,21,21,47,47
1997,Basic,33,4,33,1,33,1,29,13,0,0,33,33
1997,Duplo,32,0,32,22,32,12,5,10,0,0,32,32
1997,Primo,17,0,17,5,17,13,4,6,0,0,17,17
1997,Space,17,17,17,15,17,13,16,15,8,8,17,17
1997,Technic,14,1,14,4,14,13,14,14,12,12,14,14
1997,Castle,12,12,12,12,12,6,12,11,7,7,12,12
1997,Freestyle,12,0,12,4,12,8,7,3,0,0,12,12
1997,Service Packs,11,7,11,0,11,10,10,3,0,0,11,11
1997,Western,11,11,11,11,11,11,11,11,5,5,11,11
1997,Scala,10,10,10,10,10,4,9,10,0,0,10,10
1997,Dacta,9,3,9,1,9,6,5,5,0,0,9,9
1997,Belville,6,0,6,6,6,0,4,6,2,2,6,6
1997,Pirates,4,1,4,4,4,4,4,4,0,0,4,4
1997,Time Cruisers,4,4,4,4,4,4,4,4,3,3,4,4
1997,Aquazone,3,3,3,3,3,3,3,3,2,2,3,3
1997,Books,1,1,1,0,1,0,0,0,0,0,1,1
1997,Education,1,1,1,0,1,0,1,1,0,0,1,1
1997,Model Team,1,0,1,0,1,1,1,1,0,0,1,1
1997,Trains,1,1,1,1,1,1,1,1,0,0,1,1
1998,Town,62,62,62,59,62,35,61,56,32,32,62,62
1998,Basic,40,0,40,6,40,10,25,22,1,1,40,40
1998,Duplo,38,3,38,27,38,18,12,19,0,0,38,38
1998,Technic,27,16,27,9,27,13,27,26,18,18,27,27
1998,Scala,24,24,24,14,24,8,21,12,6,6,24,24
1998,Freestyle,22,0,22,6,22,10,8,3,0,0,22,22
1998,Adventurers,21,21,21,20,21,15,20,21,11,11,21,21
1998,Service Packs,21,18,21,1,21,12,16,5,0,0,21,21
1998,Space,21,21,21,19,21,13,18,18,9,9,21,21
1998,Castle,20,20,20,20,20,14,20,20,10,10,20,20
1998,Dacta,18,10,18,5,18,15,10,7,0,0,18,18
1998,Primo,16,0,16,6,16,6,1,5,0,0,16,16
1998,Znap,12,0,12,0,12,6,12,12,12,12,12,12
1998,Aquazone,11,11,11,11,11,9,10,10,9,9,11,11
1998,Belville,7,0,7,7,7,4,7,6,2,2,7,7
1998,Mindstorms,4,4,4,0,4,4,4,3,0,0,4,4
1998,Model Team,2,0,2,0,2,1,2,2,0,0,2,2
1998,Trains,2,2,2,2,2,1,2,2,1,1,2,2
1998,Classic,1,0,1,0,1,1,1,1,0,0,1,1
1998,Education,1,0,1,0,1,0,0,0,0,0,1,1
1998,Promotional,1,1,1,1,1,0,1,1,0,0,1,1
1998,Racers,1,0,1,1,1,1,1,1,1,1,1,1
1999,Town,62,62,62,59,62,39,59,58,42,42,62,62
1999,Duplo,36,15,36,28,36,24,13,21,0,0,36,36
1999,Technic,33,14,33,5,33,23,33,30,26,26,33,33
1999,Service Packs,21,11,21,0,21,15,18,0,0,0,21,21
1999,Primo,18,0,18,11,18,9,3,3,0,0,18,18
1999,Classic,16,0,16,3,16,15,13,11,0,0,16,16
1999,Castle,15,15,15,15,15,9,15,15,11,11,15,15
1999,Adventurers,14,14,14,14,14,8,14,14,10,10,14,14
1999,Basic,14,1,14,2,14,0,11,13,0,0,14,14
1999,Scala,14,14,14,7,14,3,14,11,3,3,14,14
1999,Star Wars,13,13,13,12,13,13,13,13,13,13,13,13
1999,Rock Raiders,12,4,12,12,12,8,12,12,6,6,12,12
1999,Belville,10,9,10,10,10,8,9,10,4,4,10,10
1999,Mindstorms,10,10,10,0,10,10,9,9,0,0,10,10
1999,Trains,8,8,8,7,8,7,8,8,2,2,8,8
1999,Education,7,2,7,0,7,6,3,4,1,1,7,7
1999,Znap,7,0,7,0,7,0,5,4,6,6,7,7
1999,Space,6,6,6,6,6,0,6,6,1,1,6,6
1999,Seasonal,3,3,3,0,3,2,2,2,3,3,3,3
1999,Freestyle,2,0,2,2,2,0,2,0,0,0,2,2
1999,Model Team,2,0,2,0,2,2,2,2,2,2,2,2
1999,Aquazone,1,1,1,1,1,1,1,1,1,1,1,1
1999,Promotional,1,1,1,0,1,0,1,1,0,0,1,1
2000,Bulk Bricks,66,7,66,0,66,66,50,17,0,0,66,66
2000,Town,43,43,43,42,43,25,43,38,30,30,43,43
2000,Technic,34,24,34,4,34,25,34,30,26,26,34,34
2000,Duplo,31,11,31,21,31,19,11,9,0,0,31,31
2000,Castle,22,22,22,22,22,16,22,22,13,13,22,22
2000,Star Wars,19,19,19,15,19,19,19,19,15,15,19,19
2000,Adventurers,17,17,17,17,17,12,17,17,11,11,17,17
2000,Sports,16,16,16,15,15,14,15,15,11,11,16,16
2000,Baby,14,3,14,8,14,13,6,4,0,0,14,14
2000,Basic,13,2,13,1,13,2,9,2,0,0,13,13
2000,Scala,11,11,11,6,11,10,10,5,6,6,11,11
2000,Action Wheelers,6,0,6,6,6,6,2,6,0,0,6,6
2000,Education,6,5,6,0,6,3,2,2,0,0,6,6
2000,Belville,5,5,5,5,5,5,5,5,4,4,5,5
2000,Mickey Mouse,5,0,5,5,5,5,5,5,0,0,5,5
2000,Mindstorms,4,4,4,0,4,4,4,4,0,0,4,4
2000,Books,3,3,3,1,3,3,3,2,0,0,3,3
2000,Rock Raiders,3,0,3,3,3,0,3,3,0,0,3,3
2000,Creator Expert,2,2,2,0,2,2,2,2,2,2,2,2
2000,Seasonal,2,2,2,0,2,1,2,2,2,2,2,2
2000,Studios,1,0,1,1,1,1,1,1,0,0,1,1
2001,Duplo,54,21,54,40,54,36,33,36,0,0,54,54
2001,Studios,46,2,46,32,46,14,46,24,9,9,46,46
2001,Bionicle,30,30,30,0,30,26,30,29,17,17,30,30
2001,Bulk Bricks,24,1,24,0,24,24,20,4,0,0,24,24
2001,Space,24,24,24,23,24,12,24,23,14,14,24,24
2001,Creator,22,14,22,13,22,20,16,15,0,0,22,22
2001,Baby,18,0,18,3,18,15,8,3,0,0,18,18
2001,Racers,17,16,17,17,17,15,16,16,2,2,17,17
2001,Trains,16,16,16,2,16,16,16,14,10,10,16,16
2001,Dinosaurs,12,0,12,0,12,8,12,12,0,0,12,12
2001,Harry Potter,11,11,11,11,11,11,11,11,11,11,11,11
2001,Jack Stone,11,0,11,11,11,11,11,11,0,0,11,11
2001,Star Wars,10,10,10,6,10,10,10,10,10,10,10,10
2001,Technic,9,3,9,1,9,8,9,8,8,8,9,9
2001,Education,7,3,7,3,7,6,1,2,0,0,7,7
2001,Alpha Team,6,0,6,6,6,6,6,6,6,6,6,6
2001,Belville,5,4,5,3,5,4,5,4,0,0,5,5
2001,Sports,5,5,5,3,5,3,4,4,1,1,5,5
2001,Scala,4,4,4,3,4,4,4,3,2,2,4,4
2001,Seasonal,4,4,4,0,4,0,4,0,0,0,4,4
2001,Action Wheelers,3,0,3,3,3,3,3,2,0,0,3,3
2001,Mindstorms,3,3,3,0,3,3,2,2,1,1,3,3
2001,Pirates,3,1,3,3,3,3,3,3,3,3,3,3
2001,Basic,2,0,2,0,2,0,1,0,0,0,2,2
2001,Creator Expert,2,2,2,0,2,2,2,2,2,2,2,2
2001,Town,2,2,2,2,2,2,2,2,1,1,2,2
2001,Castle,1,1,1,1,1,1,1,1,1,1,1,1
2002,Explore,68,64,68,27,68,62,38,25,0,0,68,68
2002,Sports,43,43,43,29,43,7,41,25,9,9,43,43
2002,Bionicle,27,27,27,0,27,26,25,22,22,22,27,27
2002,Racers,27,27,27,18,27,24,26,26,23,23,27,27
2002,Bulk Bricks,25,2,25,1,25,25,25,7,0,0,25,25
2002,Star Wars,25,25,25,14,25,23,25,24,22,22,25,25
2002,Galidor,19,0,19,0,19,12,19,19,0,0,19,19
2002,Alpha Team,17,17,17,16,17,14,17,13,10,10,17,17
2002,Jack Stone,14,0,14,14,14,11,12,11,0,0,14,14
2002,Creator,12,11,12,0,12,11,4,8,1,1,12,12
2002,Harry Potter,11,11,11,11,11,11,11,11,11,11,11,11
2002,Island Xtreme Stunts,10,0,10,10,10,10,10,10,10,10,10,10
2002,Trains,10,10,10,2,10,6,9,9,7,7,10,10
2002,Education,8,5,8,4,8,6,3,2,2,2,8,8
2002,Town,8,8,8,3,8,8,8,7,3,3,8,8
2002,Belville,7,0,7,7,7,6,6,7,2,2,7,7
2002,Studios,7,3,7,6,7,7,7,7,7,7,7,7
2002,Duplo,6,5,6,5,6,5,5,2,0,0,6,6
2002,Promotional,4,4,4,2,4,1,3,1,0,0,4,4
2002,Seasonal,4,4,4,0,4,4,4,4,1,1,4,4
2002,Spybotics,4,0,4,0,4,4,4,4,0,0,4,4
2002,Miscellaneous,3,3,3,2,3,0,0,0,0,0,3,3
2002,Technic,3,0,3,0,3,2,3,3,3,3,3,3
2002,Western,3,3,3,3,3,3,3,3,3,3,3,3
2002,Castle,2,2,2,2,2,2,2,2,2,2,2,2
2002,Basic,1,0,1,0,1,0,1,0,0,0,1,1
2002,Creator Expert,1,1,1,0,1,1,1,1,1,1,1,1
2002,Dacta,1,1,1,0,1,0,1,0,0,0,1,1
2002,Gear,1,1,1,0,1,0,0,0,0,0,1,1
2002,Pirates,1,0,1,1,1,1,1,1,1,1,1,1
2003,Sports,52,52,52,38,52,40,49,46,27,27,52,52
2003,Explore,45,45,45,24,45,42,28,19,3,3,45,45
2003,Bionicle,39,39,39,0,39,30,31,30,25,25,39,39
2003,Creator,38,34,38,1,38,27,28,30,23,23,38,38
2003,World City,28,28,28,28,28,12,28,19,12,12,28,28
2003,Racers,20,20,20,10,20,17,18,19,17,17,20,20
2003,Star Wars,20,20,20,9,20,19,20,20,19,19,20,20
2003,Adventurers,19,19,19,18,19,15,19,17,16,16,19,19
2003,Clikits,17,0,17,0,17,17,9,3,0,0,17,17
2003,Education,13,3,13,5,12,10,5,3,0,0,13,13
2003,Belville,8,0,8,6,8,6,8,8,4,4,8,8
2003,4 Juniors,6,6,6,6,6,6,5,6,2,2,6,6
2003,Discovery,6,0,6,1,6,6,6,6,6,6,6,6
2003,Technic,6,0,6,0,6,6,5,6,6,6,6,6
2003,Bulk Bricks,5,5,5,0,5,5,5,1,0,0,5,5
2003,Seasonal,4,4,4,0,4,4,4,4,4,4,4,4
2003,Island Xtreme Stunts,3,0,3,3,3,0,3,1,0,0,3,3
2003,Spider-Man,3,2,3,3,3,3,3,3,3,3,3,3
2003,Harry Potter,2,2,2,2,2,2,2,2,2,2,2,2
2003,Alpha Team,1,1,1,1,1,0,1,0,0,0,1,1
2003,Basic,1,0,1,0,1,0,1,0,0,0,1,1
2003,Creator Expert,1,1,1,0,1,1,1,1,1,1,1,1
2003,Dacta,1,1,1,0,1,1,1,0,0,0,1,1
2003,Duplo,1,0,1,1,1,0,0,1,0,0,1,1
2003,Hobby Set,1,0,1,0,1,1,1,1,1,1,1,1
2003,Town,1,1,1,1,1,1,1,1,1,1,1,1
2003,Trains,1,1,1,0,1,1,1,1,0,0,1,1
2004,Bionicle,55,55,55,0,55,26,28,26,18,18,55,55
2004,Creator,44,33,44,0,44,22,33,31,24,24,44,44
2004,Clikits,37,9,37,0,36,22,19,4,9,9,37,37
2004,Duplo,27,18,27,19,27,22,13,17,2,2,27,27
2004,Castle,24,24,24,7,24,19,20,19,19,19,24,24
2004,4 Juniors,18,18,18,16,18,15,16,17,12,12,18,18
2004,Racers,18,17,18,3,18,13,16,15,7,7,18,18
2004,Star Wars,15,15,15,7,15,12,14,14,10,10,15,15
2004,Explore,13,13,13,10,13,13,6,10,2,2,13,13
2004,Harry Potter,12,12,12,10,12,10,12,11,11,11,12,12
2004,Bulk Bricks,10,0,10,0,10,10,10,6,0,0,10,10
2004,Sports,10,10,10,2,10,2,10,9,2,2,10,10
2004,World City,10,10,10,9,10,9,9,10,7,7,10,10
2004,Education,9,8,9,5,9,8,4,1,0,0,9,9
2004,Spider-Man,8,7,8,5,8,5,6,5,5,5,8,8
2004,Alpha Team,6,6,6,6,6,6,6,6,6,6,6,6
2004,Belville,6,0,6,5,6,6,6,6,5,5,6,6
2004,Baby,5,0,5,0,5,4,3,1,0,0,5,5
2004,Technic,5,0,5,0,5,5,5,5,5,5,5,5
2004,Quatro,4,0,4,0,4,4,1,3,0,0,4,4
2004,Promotional,3,3,3,0,3,0,1,1,0,0,3,3
2004,Seasonal,3,3,3,0,3,2,3,1,2,2,3,3
2004,Mindstorms,2,2,2,0,2,2,2,0,0,0,2,2
2004,Town,2,2,2,2,2,2,2,2,2,2,2,2
2004,Creator Expert,1,1,1,0,1,1,1,1,0,0,1,1
2004,Gear,1,1,1,0,1,1,1,1,0,0,1,1
2004,Model Team,1,0,1,0,1,1,1,1,1,1,1,1
2004,Trains,1,1,1,0,1,1,1,1,0,0,1,1
2005,Bionicle,46,46,46,4,46,33,37,33,23,23,46,46
2005,City,46,46,46,22,46,19,25,25,13,13,46,46
2005,Duplo,45,36,45,30,45,43,28,34,12,12,45,45
2005,Creator,33,31,33,0,33,19,28,22,13,13,33,33
2005,Castle,30,30,30,15,30,16,23,22,13,13,30,30
2005,Racers,29,29,29,1,29,18,26,20,9,9,29,29
2005,Star Wars,21,21,21,14,21,17,18,18,17,17,21,21
2005,Clikits,20,0,20,3,20,18,19,3,12,12,20,20
2005,Education,16,14,16,10,16,12,4,3,1,1,16,16
2005,Baby,6,0,6,3,6,6,2,3,0,0,6,6
2005,Technic,6,0,6,0,6,6,6,6,6,6,6,6
2005,Belville,5,0,5,5,5,5,5,5,5,5,5,5
2005,Dino 2010,5,0,5,5,5,5,5,5,5,5,5,5
2005,Dino Attack,5,0,5,5,5,5,5,5,5,5,5,5
2005,Harry Potter,5,5,5,5,5,4,5,5,5,5,5,5
2005,Make and Create,5,0,5,1,5,5,2,2,1,1,5,5
2005,Vikings,5,0,5,5,5,5,5,5,5,5,5,5
2005,Quatro,4,0,4,0,4,4,0,2,0,0,4,4
2005,Factory,3,0,3,0,3,3,3,3,0,0,3,3
2005,Alpha Team,2,2,2,2,2,2,2,2,2,2,2,2
2005,Seasonal,2,2,2,0,2,2,2,2,2,2,2,2
2005,Trains,2,2,2,1,2,2,2,2,1,1,2,2
2005,Gear,1,1,1,1,1,1,0,1,0,0,1,1
2005,Primo,1,0,1,0,1,0,0,0,0,0,1,1
2006,Bionicle,47,47,47,6,47,31,39,40,32,32,47,47
2006,Duplo,35,26,35,28,35,30,19,24,9,9,35,35
2006,City,34,34,34,18,34,18,21,18,18,18,34,34
2006,Racers,22,22,22,2,22,20,21,22,19,19,22,22
2006,Exo-Force,18,18,18,15,18,14,15,15,14,14,18,18
2006,Creator,17,17,17,0,17,10,15,15,15,15,17,17
2006,Make and Create,17,0,17,5,16,14,11,7,7,7,17,17
2006,Star Wars,14,14,14,9,14,11,11,11,10,10,14,14
2006,Mindstorms,12,12,12,0,12,12,11,10,1,1,12,12
2006,Castle,11,11,11,5,11,11,11,11,11,11,11,11
2006,Education,8,6,8,7,8,3,4,1,0,0,8,8
2006,Technic,8,0,8,0,8,8,8,8,7,7,8,8
2006,Batman,7,0,7,6,7,7,7,7,7,7,7,7
2006,Clikits,7,0,7,0,7,6,4,1,7,7,7,7
2006,Belville,3,0,3,3,3,3,2,3,2,2,3,3
2006,SpongeBob SquarePants,3,0,3,2,3,3,3,3,3,3,3,3
2006,Sports,3,3,3,3,3,2,2,3,3,3,3,3
2006,Avatar The Last Airbender,2,0,2,2,2,2,2,2,2,2,2,2
2006,Creator Expert,2,2,2,1,2,2,2,2,2,2,2,2
2006,Vikings,2,0,2,2,2,2,2,2,2,2,2,2
2006,Bricks and More,1,0,1,0,1,0,1,0,0,0,1,1
2006,Gear,1,1,1,1,1,1,0,1,0,0,1,1
2006,Quatro,1,0,1,1,1,1,1,1,0,0,1,1
2006,Seasonal,1,1,1,0,1,1,1,1,0,0,1,1
2006,Trains,1,1,1,0,1,1,1,0,0,0,1,1
2007,Duplo,34,25,34,24,34,25,20,24,7,7,34,34
2007,Bionicle,31,31,31,3,31,26,28,29,22,22,31,31
2007,City,27,27,27,19,27,15,21,19,13,13,27,27
2007,Creator,22,21,22,0,22,15,19,18,16,16,22,22
2007,Make and Create,21,1,21,5,21,9,14,11,4,4,21,21
2007,Racers,21,21,21,2,21,18,21,21,9,9,21,21
2007,Education,18,11,18,9,17,4,11,4,0,0,18,18
2007,Exo-Force,17,17,17,15,17,11,15,15,11,11,17,17
2007,Star Wars,16,16,16,16,16,16,16,16,15,15,16,16
2007,Castle,8,8,8,8,8,8,8,8,8,8,8,8
2007,Space,8,8,8,8,8,8,8,8,8,8,8,8
2007,Aqua Raiders,7,0,7,7,7,7,7,7,1,1,7,7
2007,Technic,6,0,6,0,6,6,6,6,3,3,6,6
2007,Belville,4,4,4,3,4,4,4,3,2,2,4,4
2007,Creator Expert,3,3,3,2,3,3,3,3,2,2,3,3
2007,Batman,2,0,2,2,2,2,2,2,2,2,2,2
2007,SpongeBob SquarePants,2,0,2,2,2,2,2,2,2,2,2,2
2007,Factory,1,1,1,0,1,1,1,1,0,0,1,1
2007,Gear,1,1,1,1,1,1,0,0,0,0,1,1
2007,Harry Potter,1,1,1,1,1,1,1,1,1,1,1,1
2007,Mindstorms,1,1,1,0,1,1,0,0,0,0,1,1
2007,Serious Play,1,0,1,0,1,0,0,0,0,0,1,1
2007,Sports,1,1,1,1,1,0,1,1,0,0,1,1
2007,Trains,1,1,1,0,1,1,1,0,0,0,1,1
2008,City,44,44,44,31,44,22,38,31,22,22,44,44
2008,Bionicle,35,35,35,0,35,28,29,32,28,28,35,35
2008,Duplo,30,23,30,20,30,24,19,21,11,11,30,30
2008,Racers,24,24,24,4,24,21,23,23,9,9,24,24
2008,Star Wars,19,19,19,15,19,18,19,19,18,18,19,19
2008,Bricks and More,16,2,16,3,16,14,11,11,3,3,16,16
2008,Castle,13,13,13,11,13,11,11,11,8,8,13,13
2008,Creator,13,13,13,0,13,8,13,13,7,7,13,13
2008,Education,11,8,11,5,11,6,9,7,1,1,11,11
2008,Indiana Jones,10,10,10,10,10,9,10,10,9,9,10,10
2008,Space,9,9,9,9,9,9,9,9,7,7,9,9
2008,Agents,8,0,8,8,8,8,8,8,8,8,8,8
2008,Technic,8,1,8,0,8,7,7,7,6,6,8,8
2008,Exo-Force,7,7,7,7,7,7,7,7,0,0,7,7
2008,Power Functions,7,7,7,0,7,7,7,7,1,1,7,7
2008,Creator Expert,5,5,5,3,5,4,5,5,4,4,5,5
2008,Architecture,4,4,4,0,4,2,4,2,2,2,4,4
2008,Batman,4,0,4,4,4,4,4,4,4,4,4,4
2008,Belville,4,0,4,3,4,4,4,4,4,4,4,4
2008,Factory,3,3,3,3,3,3,3,3,0,0,3,3
